Event;Result;UTCDate;UTCTime;WhiteElo;BlackElo;ECO;Opening;TimeControl;Termination;Moves
Rated Classical game;1/2-1/2;2013.01.01;14:13:05;1844;1681;B00;Owen Defense;300+11;Draw;e4 b6 Nf3 Bb7 Nc3 Nf6 e5 Nd5 Bc4 Nxc3 bxc3 e6 d4 c5 Bg5 Qc7 O-O Nc6 a4 Be7 Bxe7 Kxe7 Qd2 cxd4 cxd4 Na5 Qg5+ Kf8 Bd3 Bxf3 gxf3 h6 Qh4 Nc6 c4 Nb4 Be4 Rc8 Rac1 d6 exd6 Qxd6 d5 g5 Qg4 f5 Bxf5 exf5 Qxf5+ Kg7 Rfe1 Rhf8 Qe5+ Qf6 Qe7+ Qxe7 Rxe7+ Rf7 Rxf7+ Kxf7 Kg2 Nd3 Rc3 Nf4+ Kf1 Ke7 Ke1 Kd6 Kd2 Re8 Re3 Rc8 Re6+ Kc5 Rxh6 Kxc4 d6 Rd8 Rf6 a5 h4 Nd5 Rg6 gxh4 Rh6 Nb4 Rxh4+ Kb3 Rh6 Kxa4 f4 Kb5 f5 Kc6 Kc3 Nd5+ Kc4 Rxd6 Rh8 b5+ Kb3 a4+ Ka3 Nc7 Rh3 Rf6 Rf3 Kb6 Kb4 Nd5+ Ka3 Ka5 Kb2 Ne7 Re3 Nxf5 Rf3 b4 Ka2 Kb5 Kb2 Kc5 Rf4 Rf8 Ka2 Rf6 Kb2 Kb5 Ka2 Kc5 Kb2 a3+ Ka2 Kb5 Kb3 Ka5 Rxb4 Rb6 Rxb6 Kxb6 Kxa3
Rated Blitz game;1-0;2013.01.01;14:13:12;1376;1567;B20;Sicilian Defense: Bowdler Attack;180+1;Checkmate;e4 c5 Bc4 Nf6 d3 d6 Nf3 e5 h3 Be7 O-O O-O Re1 Nc6 c3 a6 Bg5 b5 Bb3 Na5 Bc2 c4 d4 Bb7 d5 Bc8 b3 Nb7 Nbd2 cxb3 axb3 Nc5 Nf1 Nh5 Bxe7 Qxe7 Ng3 Nxg3 fxg3 Qf6 Rf1 h6 b4 Na4 Nh2 Qg6 Rxa4 bxa4 Bxa4 Qxg3 Rf3 Qg6 Bc6 Rb8 Qe1 Bb7 Rg3 Qf6 Ba4 Qd8 Qe3 Rc8 Qxh6 Qf6 Qxf6 Rxc3 Qxg7#
Rated Bullet game;0-1;2013.01.01;14:13:44;1500;1603;D00;Queen's Pawn Game #2;120+0;Time forfeit;e3 d5 d4 e6 Qf3 Bb4+ c3 Ba5 Bd3 Nf6 Ne2 b6 O-O b5 Bxb5+ c6 Bd3 Nbd7 c4 Ba6 b3 dxc4 bxc4 c5 dxc5 Nxc5 e4 Nxd3 Bg5 h6 Bxf6 gxf6 Rd1 Bxc4 Na3 Qc7 Nd4 Ne5 Qf4 Nf3+ Qxf3 O-O-O Qxf6 Rhg8 Rac1 Qd7 Rxc4+ Bc7 Nab5 Rg6 Qe5 Rdg8 Nxa7+ Kd8 Nxe6+ fxe6 Rxd7+ Kxd7 Rd4+ Ke7 Qxc7+ Kf6 e5+ Kf5 Qf7+ Kxe5
Rated Classical game;0-1;2013.01.01;14:14:46;1563;1425;B01;Scandinavian Defense;600+10;Resignation;e4 d5 e5 f6 exf6 Nxf6 d4 Bg4 Be2 Qd7 h3 Bxe2 Nxe2 Nc6 c3 Ne4 f3 Nf6 Nd2 O-O-O Nb3 e5 O-O exd4 Nexd4 a5 Nxc6 Qxc6 Nxa5 Qb6+ Kh1 Qxa5 b4 Qb5 a4 Qc4 Ra3 d4 Bb2 dxc3 Qc2 Qxf1+ Kh2 Bd6+ g3 Bxb4 Rb3 Rd2+ Qxd2 cxd2
Rated Blitz game;1-0;2013.01.01;14:15:22;1834;1766;B21;Sicilian Defense: McDonnell Attack;420+0;Resignation;e4 c5 f4 Nc6 Nf3 d5 exd5 Qxd5 Nc3 Qe6+ Be2 Nf6 O-O Bd7 Qe1 Qd6 d3 h6 Nb5 Qb8 a4 a6 Nc3 e6 Nh4 Nb4 Qd1 g5 fxg5 hxg5 Bxg5 Be7 Rxf6 Bxf6 Bxf6 Rh6 Bg5 Rh7 Ne4 Bc6 Nf6+
Rated Classical game;0-1;2013.01.01;14:15:26;1672;1547;D30;Queen's Gambit Declined;420+17;Resignation;d4 d5 c4 e6 cxd5 exd5 a3 Nf6 Nc3 Nc6 Nf3 Bf5 Bg5 Be7 h3 h6 Bxf6 Bxf6 e3 a6 Bd3 Be6 O-O O-O Qc2 g6 Rad1 Bg7 b4 Qf6 e4 Nxd4 Nxd5 Nxf3+ Kh1 Bxd5 exd5 Ne5 Qxc7 Nxd3 Rxd3 Rac8 Qxb7 Rc2 d6 Rxf2 Rxf2 Qxf2 Rf3 Qe1+
Rated Blitz game;0-1;2013.01.01;14:16:04;1538;1743;C00;French Defense #2;180+0;Checkmate;e4 e6 Bc4 d5 exd5 exd5 Bb3 c6 Qf3 Qf6 Nh3 Qxf3 gxf3 Bxh3 Nc3 Bg2 Rg1 Bxf3 d3 Nd7 Be3 O-O-O Rg3 Bh5 f3 b6 O-O-O Bd6 Rxg7 Bxf3 Rf1 Bh5 Na4 Bg6 c4 Bf8 Rxg8 Rxg8 cxd5 cxd5 Bxd5 Bc5 Bxc5 Nxc5 Nxc5 Rxd5 Na6 Rxd3 b3 Rh3 Rd1 Bd3 Kb2 Bxa6 a4 Rg2+ Ka3 Rhxh2 Rc1+ Kd7 Rd1+ Rd2 Rxd2+ Rxd2 Kb4 Bb7 a5 bxa5+ Kxa5 Kc6 Kb4 f5 Ka4 f4 Ka3 f3 b4 f2 Ka4 a6 b5+ axb5+ Kb4 f1=Q Kb3 Qc4+ Ka3 Ra2#
Rated Blitz game;1/2-1/2;2013.01.01;14:16:43;1399;1500;D00;Queen's Pawn Game #3;240+4;Draw;d4 d5 e3 Nf6 h3 Bf5 a3 c5 Nc3 cxd4 Qxd4 Nc6 Qf4 e6 Nf3 Bd6 Qa4 O-O Be2 Qb6 O-O e5 Rd1 e4 Nd4 Nxd4 Rxd4 Be5 Rb4 Qc6 Bb5 Qc7 Be2 Bh2+ Kh1 Nh5 Bxh5 a5 Rb5 b6 Nxd5 Qd6 Nxb6 Rfd8 Nxa8 Bd7 c4 Bxb5 cxb5 Rxa8 Qxe4 Rd8 b4 Qb8 Bb2 axb4 Qg4 g6 f4 Qxb5 Kxh2 Qxh5 Qxh5 gxh5 axb4 Kf8 Ba3 Ke7 b5+ Kd7 Rd1+ Kc7 Rxd8 Kxd8 g4 Kc7 gxh5 Kb6 Kg3 Kxb5 Bd6 Kc4 Be5 Kd5 Kg4 Ke4 Bd4 h6 h4 f6 Kg3 Kd5 f5 Ke4 Kg4 Kd5 Bxf6 Kd6 Bg7 Ke7 Bxh6 Kf7 Bg5 Kg7 f6+ Kf7 h6 Kg8 Kh5 Kh7 e4 Kg8 Kg6 Kh8 e5 Kg8 h7+ Kh8 e6
Rated Blitz game;1-0;2013.01.01;14:16:53;1806;1664;A40;Horwitz Defense;300+0;Time forfeit;d4 e6 e3 c5 Bd3 cxd4 exd4 Nc6 c3 Qa5 Nf3 d5 O-O Nf6 b4 Qd8 Bg5 Be7 a4 a6 Nbd2 O-O b5 Na5 Ne5 b6 Nc6 Nxc6 bxc6 Qc7 Nf3 Qxc6 Rb1 Rb8 Ne5 Qxc3 Rxb6 Rxb6 h3 Qxd4 Bxh7+ Nxh7 Qxd4 Nxg5 Qxb6 Ne4 Nc6 Bc5 Qc7 Bd6 Qa5 Bb7 Nd8 Bc8 Nc6 Bb7 Nd4 Rc8 Nf3 Rc4 Qd8+ Kh7 a5 Bc5 Qe8 Rc2 Qxf7 Bxf2+ Rxf2 Rxf2 Qxb7 Rc2 Qxa6 Rc1+ Kh2 Nf2 Qxe6
Rated Classical game;0-1;2013.01.01;14:17:09;1528;1554;C41;Philidor Defense #3;720+12;Resignation;e4 e5 Nf3 d6 Bc4 Bg4 h3 Bh5 Nc3 c6 O-O h6 b4 g5 Be2 g4 hxg4 Bxg4 d3 h5 a4 h4 Nh2 Bxe2 Qxe2 h3 gxh3 Rxh3 Qg4 Rh8
Rated Blitz game;1-0;2013.01.01;14:18:17;1752;1578;D20;Queen's Gambit Accepted: Saduleto Variation;240+0;Checkmate;d4 d5 c4 dxc4 e4 Nd7 Bxc4 Nb6 Bb5+ c6 Ba4 Bd7 Nf3 Nf6 Bc2 e6 a3 Qc7 b3 h6 O-O Ng4 h3 Nf6 e5 Nfd5 Be3 c5 dxc5 Bxc5 Bxc5 Qxc5 b4 Qc4 Qd3 Qxd3 Bxd3 Nf4 Be4 Rb8 Nbd2 Ne2+ Kh2 Bb5 Rfe1 Nc3 h4 Nxe4 Nxe4 O-O Nd6 Bc6 Nd4 a6 b5 axb5 Nd4xb5 Bxb5 Nxb5 Ra8 Rec1 Rfd8 Rc7 Rd2 Kg3 Rb2 Nd6 Rb3+ f3 Rbxa3 Rxa3 Rxa3 Rxf7 Rd3 Rxb7 Nd5 Rb8+ Kh7 Rb7 Ne3 Ne8 Nf5+ Kg4 Rd4+ f4 Ne3+ Kf3 Nf5 g4 Nxh4+ Ke3 Ra4 Rxg7+ Kh8 Re7 Ng2+ Kf2 Nxf4 Nf6 Nd3+ Ke3 Nxe5 Rh7#
Rated Classical game;1/2-1/2;2013.01.01;14:18:50;1805;1677;B44;Sicilian Defense: Paulsen Variation;480+8;Draw;e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e6 c4 Bc5 Nc2 Qf6 Be3 Bxe3 Nxe3 Qxb2 Nd2 Nf6 Be2 d6 O-O Bd7 Rb1 Qxa2 Rxb7 Qa6 Qb1 O-O Re1 Rab8 Rxb8 Rxb8 Qc2 Nd4 Qd3 Nxe2+ Rxe2 Qa1+ Nef1 Rd8 Qxd6 Qa5 Qd3 e5 Qe3 Ng4 Qg5 h6 Qh4 Nf6 h3 Qb6 Qg3 Re8 Qc3 a5 Nf3 a4 Nxe5 Be6 c5 Qb5 Rb2 Nxe4 Qd4 Qxc5 Qxe4 Bd5 Qxa4 Rxe5 Rb8+ Kh7 Rb5 Qd6 Qd4 Qe6 Ne3 Qd6 Rxd5 Rxd5 Qxd5 Qxd5 Nxd5 Kg6 f4 Kf5 g3 f6 Kf2 g5 Ne3+ Kg6 f5+ Kh5 g4+ Kh4 Kg2 h5 Kh2 hxg4 Nxg4 Kh5 Nf2 Kh6 Kg3 Kh5 Ng4
Rated Classical game;1-0;2013.01.01;14:18:53;1682;1339;B07;Pirc Defense #4;300+5;Resignation;e4 d6 Bc4 Nf6 d3 Bg4 Ne2 Nbd7 O-O Ne5 Bb3 e6 f3 Bh5 d4 Ng6 Be3 Be7 g4 Bxg4 fxg4 Nxg4 Bf2 Bh4 Ng3 Bxg3 hxg3 Nf6 Nd2 O-O c3 h5 Qf3 e5 Rad1 h4 gxh4 Nh7 Qg4 exd4 cxd4 Qe7 Nf3 Rae8 Rde1 Nf6 Qg5 Nxe4 Qxe7 Rxe7 Ng5 Nxf2 Kxf2 Rxe1 Rxe1 Nxh4 Bxf7+ Rxf7+ Nxf7 Kxf7 Rh1 Nf5 Rh8 Nxd4 Rb8 b6 Rb7 Nb5 a4 Nd4 Rxc7+ Kf6 Rxa7 g5 Rb7 Nc6 Rxb6 Ne5 Rxd6+ Kf5 Rd5 g4 Rxe5+ Kxe5 b4 Kd6 b5 Kc7 a5 Kb7 Kg3 Kc7 Kxg4 Kd6 a6 Kc7 a7 Kb7 b6 Ka8 Kf5 Kb7 Ke6 Ka8 Kd7 Kb7 Kd6 Ka8 Kc5 Kb7 Kb5 Ka8 Kc5 Kb7 Kd6 Ka8 Kd7 Kb7 Kd8 Ka8 Kd7 Kb7 a8=Q+ Kxa8 Kc6 Kb8 b7 Ka7 Kc7
Rated Blitz game;1-0;2013.01.01;14:19:05;1484;1500;D00;Queen's Pawn Game #2;300+3;Resignation;d4 d5 e3 e6 a4 Bb4+ c3 Ba5 b4 Bb6 a5 c6 axb6 Qxb6 Nf3 Na6 Ne5 Nxb4 cxb4 Qxb4+ Bd2 Qb2 Nc3 Nf6 Qb1 Qxb1+ Rxb1 O-O h4 b5 g4 a5 g5 Ne4 Nxe4 dxe4 Nxc6 b4 Ne7+ Kh8 Nxc8 Rfxc8 Bb5 Rab8 Ba4 f6 gxf6 gxf6 O-O Rg8+ Kh2 Rg4 Kh3 h5 Bd1 Rg7 Ba4 f5 Rg1 Rb6 Rxg7 Kxg7 Rg1+ Kf6 Rg8 b3 Rg1 Rb4 Bxb4 b2 Rb1 axb4 Rxb2
Rated Blitz game;0-1;2013.01.01;14:19:50;1758;1843;A30;English Opening: Symmetrical Variation, Hedgehog Defense;420+0;Time forfeit;c4 Nf6 Nc3 b6 g3 Bb7 Nf3 e6 Bg2 c5 O-O Be7 e3 O-O d4 cxd4 exd4 a6 Bf4 d6 d5 e5 Be3 Qc7 b3 Nbd7 Qe2 Rab8 Rab1 b5 Rfc1 bxc4 bxc4 Ng4 Bg5 Bxg5 Nxg5 Ngf6 Nge4 Ba8 Nxf6+ Nxf6 Ne4 Nxe4 Qxe4 f5 Qe2 f4 gxf4 Rxf4 Rb3 Rbf8 Rf3 Qf7 Rxf4 Qxf4 Qe4
Rated Blitz game;1-0;2013.01.01;14:14:37;1589;1562;A45;Indian Game;180+0;Time forfeit;d4 Nf6 Nc3 e6 a3 d5 Bf4 c5 e3 Be7 dxc5 Bxc5 b4 Be7 g4 a6 h4 Nbd7 h5 e5 Bg5 h6 Bxf6 Nxf6 Nxd5 Bxg4 Nxf6+ Bxf6 Qxd8+ Rxd8 f3 Be6 Bh3 Bc4 Bf1 Bd5 e4 Bc6 Bd3 O-O Ne2 b5 O-O Bg5 Kh1 Bd7 Rg1 f5 Raf1 fxe4 fxe4 Bh3 Rxf8+ Rxf8 Ng3 Be6 Nf5 Bf6 Kh2 Bxf5 exf5 Bg5 Re1 Bf4+ Kh3 Kf7 Rg1 Rg8 Rg2 Kf6 Rg6+ Kf7 Kg2 Bc1 Rxa6 Bb2 Bxb5 Rb8 Bc4+ Kf8 Ra7 Bc1 Rf7+
Rated Blitz game;0-1;2013.01.01;14:21:01;1394;1516;C41;Philidor Defense #3;180+1;Time forfeit;e4 e5 Nf3 d6 Bc4 Bg4 h3 Bh5 O-O Nf6 Re1 Bg6 d3 Nc6 c3 h6 Nbd2 Nh5 Nf1 Be7 Ng3 Bg5 Nxg5 hxg5 Qg4 f6 Nf5 Qc8 Nxg7+ Nxg7 Qg3 Nh5 Qe3 Nf4 f3 Nxh3+ Kf1 Nf4 Qf2 Rh1+ Qg1 Rxg1+ Kxg1 Qd7 Bxf4 gxf4 d4 Ke7 dxe5 fxe5 Rad1 Rh8 Kf1 Qd8 Kf2 Kd7 Rd5 Qh4+ Ke2 Qg3 Bb5 Qxg2+ Kd1 Qxf3+ Be2 Qxe4
Rated Blitz game;1-0;2013.01.01;14:21:30;1522;1302;C53;Italian Game: Classical Variation, Giuoco Pianissimo;300+2;Checkmate;e4 e5 Bc4 Nc6 d3 Nf6 c3 Bc5 Nf3 O-O Bg5 Bxf2+ Kxf2 Ng4+ Ke1 Qe8 h3 Nf6 Bxf6 gxf6 Nh4 Kh8 Nf5 d6 Qg4 Rg8 Qh5 Rxg2 Kf1 Rg5 Qh4 Bxf5 exf5 Rxf5+ Ke2 Rd8 Nd2 d5 Bb5 Nd4+ Kd1 Qxb5 Qg4 Rg5 Qh4 Qxb2 Rc1 Ne6 Rf1 Rdg8 Qf2 Qxa2 Qxf6+ Rg8g7 Nf3 Qa4+ Ke2 Nf4+ Ke3 Ng2+ Ke2 Qa2+ Kd1 Ne3+ Ke1 Nxf1 Nxg5 Ne3 Nxf7+ Kg8 Nh6+ Kh8 Qf8+ Rg8 Qxg8#
Rated Blitz game;1-0;2013.01.01;14:22:17;1552;1533;C40;King's Pawn Game: McConnell Defense;240+0;Checkmate;e4 e5 Nf3 Qf6 Bc4 Bd6 c3 c6 d4 exd4 cxd4 b5 e5 Bb4+ Nc3 Bxc3+ bxc3 Qf5 Bd3 Qe6 Ba3 Nh6 O-O a5 h3 b4 cxb4 axb4 Bxb4 Na6 Bd6 Bb7 Qb3 Bc8 Qb6 Rb8 Qa7 f6 Bxa6 Bxa6 Qxb8+ Kf7 Qxh8 Ng8 Qxh7 Bxf1 Kxf1 Nh6 Qe4 Nf5 Nh4 Nxh4 Qxh4 Qd5 Qh5+ g6 Qh7+ Ke6 Qe7+ Kf5 g4+ Kg5 Qxf6+ Kh6 Bf8+ Kh7 Qg7#
Rated Classical game;1-0;2013.01.01;14:22:18;1611;1606;B20;Sicilian Defense: Bowdler Attack;600+0;Resignation;e4 c5 Bc4 d6 f4 e5 f5 Be7 Nf3 Qc7 O-O Bd7 d3 Nc6 Ng5 h6 Bxf7+ Kd8 Ne6+ Bxe6 Bxe6 Nf6 Nc3 Nd4 Nd5 Qc6 c3 Nxe6 Nxf6 Bxf6 fxe6 Re8 Qb3 b6 Qd5 Rc8 g4 Qc7 h4 Bxh4 Rf7 Re7 Rf8+ Re8 Rf7 Qc6 Rd7+ Qxd7 exd7 Kxd7 Qf7+ Kd8 Qxg7 Rc7 Qxh6 Be7 Bg5 Kc8 Bxe7 Rcxe7 Qxd6 Rg7 Qc6+ Kd8 Kf2 Rxg4 Rg1 Rf8+ Ke3 Rxg1 Qd6+ Ke8 Qxe5+ Kf7 Qc7+ Kg8 Qxa7 Rg3+ Kd2 Rf2+ Ke1 Rxb2 Kf1 Rf3+ Ke1 Rxd3 Qa6 Rxc3 Qc8+ Kf7 Qf5+ Kg8 Qg6+ Kf8 Qf6+ Ke8 Qxc3 Rxa2 Qb3 Ra1+ Kd2 Ra6 Qb5+ Kf7 Qxa6 Kg6 Qxb6+ Kg5 Qxc5+ Kf4 e5 Kf3 e6 Kg3 e7
Rated Blitz game;0-1;2013.01.01;14:22:32;1746;1761;D00;Queen's Pawn Game;240+0;Time forfeit;d4 d5 c3 Nc6 Nf3 Bf5 Nbd2 e6 g3 Bd6 Bg2 Nge7 O-O O-O Re1 Bg6 a4 f5 b4 a5 b5 Nb8 e3 c6 bxc6 Nbxc6 Bb2 Rb8 c4 Bb4 Rf1 h6 Ne5 Nxe5 dxe5 Bxd2 Qxd2 dxc4 Qxd8 Rfxd8 Rac1 b5 axb5 Rxb5 Bd4 Rc8 Rc3 Rb3 Ra1 Rxc3 Bxc3 Nd5 Bxa5 c3 Rc1 c2 Bd2 Be8 e4 Nb6 exf5 exf5 h4 Ba4 h5 Nc4 Bd5+ Kh8 Bxc4 Rxc4 Bf4 Bb3 e6 Kg8 Re1 Kf8 e7+ Ke8 Kg2 Rc5 Bc1 Bd5+ Kg1 Bf3 Bb2 Bd1 Bc1 Rc4 Kg2 Ra4 Re5 Ra1 Bf4 c1=Q Bxc1 Rxc1 Rxf5 Kxe7
Rated Classical game;1-0;2013.01.01;14:22:42;1615;1527;B00;Owen Defense;600+0;Resignation;e4 b6 d4 Bb7 Bd3 g6 c3 e6 Be3 Qh4 d5 exd5 Bd4 Nf6 e5 Bg7 exf6 Bxf6 Qe2+ Kd8 Bxf6+ Qxf6 Qf3 Re8+ Ne2 Qd6 Nd2 Na6 O-O-O Nc5 Nb3 d4 Qxf7 Nxd3+ Rxd3 Rxe2 Rxd4 Re7 Qg8+ Re8 Qxh7 Qe7 Qxg6 d6 Rhd1 a5 h4 Be4 Qg4 Bb7 h5 Bc8 Qg6 Be6 h6 Kd7 Qg7 Rh8 Re1 Rag8 Qxe7+ Kxe7 Rde4 Rg6 g4 Rhxh6 f4 Rxg4 f5 Rxe4 Rxe4 Rh1+ Kd2 Rh2+ Kd3 d5 Rxe6+ Kd7 Nd4 Rxb2 f6 c5 Re7+ Kd6 Nf5+ Kc6 f7 Rf2 f8=Q c4+ Ke3
Rated Classical game;1-0;2013.01.01;14:22:57;1762;1409;C24;Bishop's Opening: Berlin Defense;300+8;Time forfeit;e4 e5 Bc4 Nf6 d3 d5 exd5 Nxd5 Qf3 Be6 Nh3 b5 Bb3 Nc6 c3 h5 c4 Bg4 Qxd5 Qf6 Bg5 Qg6 cxb5
Rated Classical game;0-1;2013.01.01;14:24:21;1440;1548;A04;Zukertort Opening: Wade Defense;600+10;Resignation;Nf3 d6 e4 Bg4 Bb5+ c6 Be2 e5 Nxe5 Bxe2 Qxe2 dxe5 c3 Nf6 d4 Nbd7 dxe5 Nxe5 h3 Nd3+ Kf1 Nxc1 g4 Nd3 c4 Bc5 f3 O-O Nc3 Nf4 Qc2 h6 h4 Nh7 g5 h5 Rd1 Qc7 Qd2 Rad8 Qc2 Rxd1+ Nxd1 Rd8 Rh2 Ng6 Rd2 Rf8 a3 a5 Qa4 b6 b4 axb4 axb4 Be7 Ne3 Qf4 Qb3 Nxh4 Ke2 Qxf3+ Kd3 Nxg5 Qd1 Qxe4+ Ke2 Qf3+ Kd3 Rd8+ Kc2 Qe4+ Kc1 Rxd2 Qxd2 Nhf3 Qe2 Bxb4 Qb2 Bd2+
Rated Correspondence game;1/2-1/2;2013.01.01;14:24:41;1279;1363;A00;Ware Opening;-;Draw;a4 c6 h4 Qc7 b3 d5 g3 Bf5 d3 e6 e3 Bc5 Bb2 f6 a5 b6 d4 Bb4+ Ke2 bxa5 h5 c5 c3 Bxc3 Bxc3 c4 Na3 Bd3+ Kf3 f5 bxc4 dxc4 Rh4 g5 Rh2 g4+ Kg2 Be4+ f3 Bxf3+ Nxf3 gxf3+ Qxf3 Qc6 Bxc4 Qxf3+ Kxf3 Nc6 Bxe6 Nxd4+ Bxd4 Ke7 Bd5 Nf6 Kf4 Nxd5+ Kxf5 Rhf8+ Ke4 Ke6 Bc5 Rfc8 Bd4 Rg8 Nc4 Rxg3 Re1 a4 Be5 Rc8 Bxg3 Rxc4+ Kd3 Rc3+ Kd2 Nxe3 Rxe3+ Rxe3 Kxe3 a3 h6 Kd5 Kd3 Kc5 Kc3 a5 Ra2 a4 Rxa3 Kb5 Bc7 Kc5 Rxa4 Kd5 Ra7 Ke6 Bf4 Kf6 Rxh7 Kg6 Rh8 Kh5 h7 Kg6 Kc4 Kg7 Re8 Kxh7 Kc5 Kg6 Rf8 Kh5 Rg8 Kh4 Kd4 Kh5 Ke3 Kh4 Kf2 Kh5 Kg3
Rated Blitz game;0-1;2013.01.01;14:25:42;1758;1857;D20;Queen's Gambit Accepted: Central Variation, Rubinstein Defense;240+0;Checkmate;d4 d5 c4 dxc4 e4 c5 d5 e6 Bxc4 Nf6 Nc3 exd5 Bxd5 Nxd5 exd5 Bf5 Qe2+ Qe7 Qxe7+ Bxe7 Nf3 Nd7 O-O O-O Re1 Bf6 Nb5 Bg4 h3 Bxf3 gxf3 Be5 f4 Bd4 Nxd4 cxd4 Rd1 Rfe8 Rxd4 Re1+ Kg2 Rc8 Rb4 b6 a4 Rexc1 Rxc1 Rxc1 b3 g6 Rc4 Rxc4 bxc4 Nc5 d6 Kf8 Kf3 Ke8 Ke3 Kd7 Kd4 Kxd6 a5 Nb7 axb6 axb6 h4 Na5 f3 Nc6+ Ke4 f5+ Kd3 Kc5 Kc3 Nd4 Kd3 Nxf3 Ke3 Nxh4 Kd3 Ng2 Kc3 Nxf4 Kb3 Ne2 Kc2 Kxc4 Kd2 Nd4 Ke3 g5 Kd2 h5 Ke3 f4+ Kf2 g4 Kg2 h4 Kh2 Kd3 Kg2 Ke3 Kh2 f3 Kg1 g3 Kf1 h3 Kg1 h2+ Kh1 g2+ Kxh2 Kf2 Kh3 g1=Q Kh4 Nf5+ Kh5 Ne7 Kh6 Qg6#
Rated Classical game;1-0;2013.01.01;14:25:48;1395;1321;D30;Queen's Gambit Declined;1740+30;Resignation;d4 d5 c4 e6 a3 Be7 c5 Nc6 h3 Nxd4 Qxd4 Nf6 f3 h5 Bf4 b6 b4 bxc5 bxc5 c6 e3 Qa5+ Qd2 Qxc5 Bd3 d4 e4 O-O Ne2 a5 O-O a4 Rc1 Qa5 Qxa5 Rxa5 Nxd4 Bc5 Be3 e5 Nc2 Rd8 Rd1 Ba6 Bxc5 Bxd3 Nb4 Rxc5 Rxd3 Rc1+ Kh2 c5 Rxd8+ Kh7 Nd5 Rd1 Nxf6+ gxf6 Rxd1 c4 Nc3 Kg6 Nxa4 f5 exf5+ Kxf5 Rac1 h4 Rxc4 f6 Rxh4
Rated Bullet game;1-0;2013.01.01;14:26:08;1609;1367;C20;Portuguese Opening;120+0;Checkmate;e4 e5 Bb5 c6 Ba4 Nf6 d3 b5 Bb3 Qa5+ Bd2 Qc7 Nf3 Bd6 Bg5 O-O Bxf6 gxf6 Nh4 Kh8 Nf5 Bc5 Qg4 Rg8 Qh5 d6 Bxf7 Qxf7 Qxf7 Bxf5 exf5 Na6 Nd2 Rxg2 Qxf6+ Rg7 Rg1 Rg8 O-O-O Bxf2 Rg2 Be3 Rxg7 Rxg7 Qxd6 Bxd2+ Rxd2 Rg1+ Rd1 Rxd1+ Kxd1 Nb8 f6 Nd7 Qe7 Nxf6 Qxf6+ Kg8 Qxe5 h5 Qb8+ Kf7 Qxa7+ Ke6 a4 bxa4 Qxa4 c5 Qc6+ Ke5 Qxc5+ Kf4 Qxh5 Ke3 Qg4 Kf2 Qg3+ Kf1 Qe1+ Kg2 Qg3+ Kh1 Qg4 Kxh2 Ke2 Kh1 Kf2 Kh2 Qh4#
Rated Blitz game;0-1;2013.01.01;14:26:10;1613;1622;A40;Modern Defense;180+0;Time forfeit;d4 g6 Nc3 Bg7 Bf4 d6 Qd2 Nd7 f3 Ngf6 g4 O-O e4 e5 dxe5 Nxe5 Bh6 Bxh6 Qxh6 d5 O-O-O c6 h4 Bxg4 fxg4 Nfxg4 Qg5 Qxg5+ hxg5 Ne3 Re1 Nxf1 Rxf1 dxe4 Nxe4 Rae8 Nf6+ Kg7 Nxe8+ Rxe8 Re1 f6 gxf6+ Kxf6 Rxh7 Nd3+ cxd3 Rxe1+ Kd2 Rxg1 Rxb7 Rg2+ Kc3 g5 Rxa7 g4 Ra4 g3 Rg4 Kf5 Rg8 Rg1 a4 g2 a5 Rc1+ Kd2 g1=Q Rxg1 Rxg1 a6 Rg8 b4 Ra8 Kc3 Rxa6 d4 Ke6 Kc4 Kd6 Kc3 Ra8 Kc4 Re8
Rated Classical game;1-0;2013.01.01;14:26:29;1393;1634;B21;Sicilian Defense: Smith-Morra Gambit #2;660+11;Resignation;e4 c5 d4 cxd4 Qxd4 Nc6 Qe3 Nf6 Nc3 d6 f3 e6 Bd2 g6 O-O-O Bg7 Nb5 a6 Nc3 O-O Be1 Qc7 Bg3 Ne5 f4 Nc4 Bxc4 Qxc4 Rxd6 Ng4 Qe2 Qxe2 Ngxe2 Ne3 Rg1 Nc4 Rdd1 b5 e5 Bb7 Rd3 Be4 Rd4 Bf5 Bf2 Rfd8 g3 f6 exf6 Bxf6 Rxd8+ Rxd8 b3 Nb6
Rated Blitz game;1-0;2013.01.01;14:28:50;1386;1540;C41;Philidor Defense #4;180+0;Time forfeit;e4 e5 Nf3 d6 Bc4 Be7 h3 Nf6 d3 Nc6 O-O Bd7 c3 O-O Re1 Na5 Bb3 Bc6 Bg5 Nxb3 Qxb3 d5 Nxe5 dxe4 Bxf6 Bxf6 Nxc6 bxc6 dxe4 Rb8 Qc2 c5 e5 Be7 Nd2 c6 Ne4 Qb6 b3 Rfd8 Rad1 Rxd1 Rxd1 Rd8 Rxd8+ Bxd8 Qd3 a5 Qg3 Bc7 Nf6+ Kh8 Ne8 g6 Qh4 Qb8 Nf6 h5 Qg5 Bxe5 Qh4
